;submission_id;user_id;location_name;submission_timestamp;questions_134999_where_are_you_eating_at_the_moment;questions_135005_who_are_you_with;questions_134999_where_are_you_eating_at_the_moment;questions_135000_which_of_the_following_best_describes_where_you_got_your_food_from_today;questions_135004_what_else_if_anything_are_you_doing_while_eating_your_food_for_example_are_you_also_watching_tv_checking_social_media_cooking_etc_coded;questions_135022_who_prepared_the_food;level2dish_coded;questions_135019_what_are_the_main_reasons_that_you_chose_this_food_right_now_if_you_are_having_more_than_one_item_please_write_about_the_main_item_you_are_having_please_be_as_detailed_as_you_can_coded;questions_135020_what_other_food_if_any_did_you_consider_having_instead_coded;questions_223649_149206_210007_finally_which_best_describes_the_food_you_are_having_today
648;1668;4895371006;South Africa;13/06/2019 20:07;At my home;"[""Alone""]";At my home;;"[""Watching TV""]";I prepared it myself from scratch;"[""Crackers/ wafers""]";"[""I was hungry""]";"[""Nothing""]";Snack
649;1672;109120;South Africa;31/03/2019 06:17;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Playing games""]";I prepared it myself from scratch;"[""Porridge/ oatmeal""]";"[""It's light / not filling""]";"[""Nothing""]";Breakfast
650;1676;2692497213;South Africa;05/02/2019 17:43;At my home;"[""My spouse/partner""]";At my home;Kiosk / Stall;"[""Nothing""]";;"[""Plain nuts""]";"[""It's refreshing""]";"[""Nothing""]";Snack
651;1687;5247795356;South Africa;04/05/2019 10:36;At my home;"[""Alone""]";At my home;;"[""Watching TV""]";I prepared it myself from scratch;"[""Beef"", ""Mixed salad""]";"[""It's what I wanted""]";"[""Nothing""]";Lunch
652;1688;377764560;South Africa;28/05/2019 16:21;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Watching TV""]";It was premade / ready to eat;"[""Biscuits"", ""Candy""]";"[""I wanted a snack""]";Other dishes;Snack
653;1690;6599467413;South Africa;26/06/2019 14:59;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Relaxing / laying down""]";It was premade / ready to eat;"[""Potato crisps""]";"[""Quick"", ""I wanted a snack""]";"[""Nothing""]";Snack
654;1691;1265012982;South Africa;27/03/2019 23:33;At my home;"[""Alone""]";At my home;I had it at home / brought it from home;"[""Reading""]";I prepared it myself from scratch;"[""Sandwich/ bagel""]";"[""Preferred choice unavailable""]";"[""Nothing""]";Dinner
655;1693;1107693720;South Africa;17/07/2019 15:36;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Talking to someone"", ""Spending time with family""]";It was premade / ready to eat;"[""Chocolate cereal/ muesli bar""]";"[""Quick"", ""It's a healthy choice""]";"[""Nothing""]";Snack
656;1696;540370600;South Africa;04/02/2019 18:04;At my home;"[""Other family members""]";At my home;I had it at home / brought it from home;"[""Watching TV""]";I prepared it myself from scratch;"[""Mashed potatoes/ sweet potatoes"", ""Beans"", ""White fish""]";"[""I was hungry""]";"[""Curry / stew / soup""]";Dinner
657;1697;5171843145;South Africa;28/05/2019 14:41;At my home;"[""My spouse/partner""]";At my home;Kiosk / Stall;"[""Watching TV""]";It was premade / ready to eat;"[""Other vegetable dish""]";"[""It's a healthy choice""]";"[""Nothing""]";Snack
658;1700;3568198464;South Africa;27/03/2019 16:57;At my home;"[""Alone""]";At my home;Kiosk / Stall;"[""Listening to music""]";;"[""Tropical and exotic fruit""]";"[""I was hungry""]";"[""Nothing""]";Snack
659;1701;194466;South Africa;14/08/2019 10:43;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Watching TV""]";It was premade / ready to eat;"[""Fruit flavoured yoghurt""]";"[""Quick""]";"[""Breads""]";Breakfast
660;1710;440034984;South Africa;29/04/2019 17:07;At my home;"[""Alone""]";At my home;;"[""Relaxing / laying down"", ""Watching TV""]";Leftovers;"[""Burger""]";"[""I wanted to try something new""]";"[""Nothing""]";Lunch
661;1713;4683002952;South Africa;28/05/2019 20:52;At my home;"[""Other family members""]";At my home;;"[""Watching TV""]";I prepared it together with friends / family;"[""Chicken""]";"[""I was hungry""]";"[""Savoury snacks""]";Dinner
662;1714;3664438797;South Africa;30/04/2019 11:19;At my home;"[""Alone""]";At my home;Deli / Sandwich Store / Bakery;"[""Listening to music""]";It was premade / ready to eat;"[""Bread/ roll/ baguette""]";"[""It's my habit / routine""]";"[""Nothing""]";Breakfast
663;1715;4759330646;South Africa;09/07/2019 18:00;At my home;"[""My spouse/partner""]";At my home;;"[""Watching TV""]";I prepared it myself from scratch;"[""Other vegetable dish""]";"[""Quick"", ""I like the taste""]";"[""Nothing""]";Dinner
664;1717;3149827695;South Africa;27/02/2019 18:26;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Watching TV""]";It was premade / ready to eat;"[""Candy""]";"[""I like the taste""]";"[""Nothing""]";Snack
665;1718;2959918698;South Africa;29/03/2019 10:22;Cafe / restaurant / bar / hotel;"[""Friends""]";Cafe / restaurant / bar / hotel;;"[""Talking to someone""]";;"[""Other meat"", ""Salad vegetables"", ""Green salad "", ""Green salad "", ""Bread/ roll/ baguette""]";"[""Other""]";"[""Other Dishes""]";Lunch
666;1719;6902437410;South Africa;16/07/2019 14:07;At my home;"[""My spouse/partner""]";At my home;;"[""Getting ready"", ""Cooking""]";I made it myself with some ready made ingredients;"[""Savoury pie"", ""Potato crisps"", ""Peas and beans""]";"[""I was hungry"", ""I was hungry""]";"[""Nothing""]";Dinner
667;1724;3767205144;South Africa;14/02/2019 18:24;At someone else's home;"[""My spouse/partner"", ""My children"", ""Other family members""]";At someone else's home;I had it at home / brought it from home;"[""Browsing social media""]";Someone else prepared it;"[""Tropical and exotic fruit""]";"[""I like the taste""]";"[""Breads""]";Lunch
668;1728;3318737694;South Africa;09/04/2019 01:59;At my home;"[""Alone""]";At my home;I had it at home / brought it from home;"[""Watching TV""]";It was premade / ready to eat;"[""Cereal""]";"[""I like the taste"", ""It's a healthy choice""]";"[""Nothing""]";Snack
669;1729;7431554624;South Africa;17/07/2019 03:01;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Nothing""]";It was premade / ready to eat;"[""Bread/ roll/ baguette""]";"[""Easy to prepare"", ""Cheap""]";"[""Pizza"", ""Carbonated soft drink""]";Breakfast
670;1731;0;South Africa;01/05/2019 17:16;At my home;"[""My spouse/partner"", ""My children""]";At my home;;"[""Watching TV""]";I prepared it myself from scratch;"[""Mixed salad"", ""Tropical and exotic fruit"", ""Beans""]";"[""I wanted to treat myself""]";"[""Rice / pasta / grains / pulses""]";Lunch
671;1732;4706949696;South Africa;29/05/2019 09:59;At my home;"[""My spouse/partner"", ""My children""]";At my home;;"[""Watching TV"", ""Cooking"", ""Browsing social media""]";I prepared it myself from scratch;"[""Cake"", ""Bread/ roll/ baguette""]";"[""I like the taste"", ""It's a healthy choice""]";"[""Water""]";Lunch
672;1736;2831120068;South Africa;26/04/2019 11:31;At my home;"[""Alone""]";At my home;;"[""Watching TV"", ""Browsing social media""]";I prepared it myself from scratch;"[""Hard cheese"", ""Sweet spread"", ""Bread/ roll/ baguette""]";"[""I was hungry"", ""It's my habit / routine""]";"[""Nothing""]";Breakfast
673;1737;27530162100;South Africa;23/02/2019 15:46;At my home;"[""Alone""]";At my home;Kiosk / Stall;"[""Nothing"", ""Talking to someone""]";;"[""Bread/ roll/ baguette"", ""Vegetable curry"", ""Green salad ""]";"[""I was hungry""]";"[""Breads"", ""Curry / stew / soup"", ""Rice / pasta / grains / pulses""]";Dinner
674;1741;6739417242;South Africa;11/07/2019 21:24;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Watching TV"", ""Browsing social media""]";It was premade / ready to eat;"[""Cake""]";"[""I like the taste""]";"[""Nothing""]";Treat
675;1743;7579893828;South Africa;02/08/2019 09:19;At school / work;"[""Alone""]";At school / work;Work / school cafeteria;"[""Browsing social media""]";It was premade / ready to eat;"[""Tropical and exotic fruit""]";"[""I was hungry"", ""Quick"", ""I like the taste""]";"[""Meat"", ""Meat""]";Snack
676;1746;4564481950;South Africa;17/07/2019 12:20;At my home;"[""My children""]";At my home;;"[""Watching TV""]";I prepared it myself from scratch;"[""Plain noodles""]";"[""Leftovers / to eat it up before it spoils""]";"[""Rice / pasta / grains / pulses""]";Lunch
677;1747;3357785058;South Africa;01/02/2019 14:14;At my home;"[""Alone""]";At my home;I had it at home / brought it from home;"[""Listening to music""]";I prepared it myself from scratch;"[""Croissants/ sweet pastry""]";"[""I was hungry""]";"[""Breads""]";Snack
678;1757;7102928251;South Africa;25/08/2019 10:25;At my home;"[""Alone""]";At my home;;"[""Listening to music""]";I ordered take out from a restaurant / cafe;"[""Plain rice"", ""Pork""]";"[""Convenient"", ""I like the taste""]";"[""Rice / pasta / grains / pulses""]";Dinner
679;1760;4246513380;South Africa;29/04/2019 11:42;At my home;"[""Alone""]";At my home;;"[""Nothing""]";I prepared it myself from scratch;"[""Marrow and aubergine""]";"[""It's light / not filling""]";"[""Dairy"", ""Breads""]";Lunch
680;1761;3376773290;South Africa;04/02/2019 16:02;At my home;"[""Friends""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Watching TV""]";Someone else prepared it;"[""Vegetable curry"", ""Bread/ roll/ baguette""]";"[""It's a healthy choice""]";"[""Breads"", ""Vegetables""]";Dinner
681;1762;5284421568;South Africa;05/06/2019 17:22;At my home;"[""Alone""]";At my home;;"[""Watching TV""]";I ordered take out from a restaurant / cafe;"[""Other potatoes/ sweet potatoes""]";"[""I like the taste""]";"[""Sandwich / bagel / wrap""]";Lunch
682;1764;20718740;South Africa;02/02/2019 18:55;At my home;"[""My spouse/partner"", ""My children""]";At my home;I had it at home / brought it from home;"[""Spending time with family""]";I made it myself with some ready made ingredients;"[""Chicken"", ""Plain rice"", ""Bread/ roll/ baguette""]";"[""Kids/ family like it""]";"[""Nothing""]";Dinner
683;1765;6204196350;South Africa;25/06/2019 16:04;At my home;"[""Alone""]";At my home;;"[""Relaxing / laying down""]";Someone else prepared it;"[""Beans"", ""Other meat""]";"[""I had a craving""]";"[""Nothing""]";Lunch
684;1766;921119922;South Africa;05/02/2019 12:45;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Watching TV""]";It was premade / ready to eat;"[""Biscuits""]";"[""I had a craving"", ""I wanted a snack""]";"[""Nothing""]";Snack
685;1767;6044447526;South Africa;18/06/2019 10:53;At my home;"[""Other family members""]";At my home;;"[""Relaxing / laying down""]";I prepared it myself from scratch;"[""Crackers/ wafers""]";"[""It's my favourite""]";"[""Confectionery""]";Snack
686;1771;1385433546;South Africa;31/01/2019 15:08;At my home;"[""Alone""]";At my home;I had it at home / brought it from home;"[""Watching TV""]";I prepared it myself from scratch;"[""Savoury snacks""]";"[""I was hungry""]";"[""Hot tea"", ""Water"", ""Carbonated soft drink""]";Snack
687;1773;7355971800;South Africa;23/08/2019 15:52;At my home;"[""My spouse/partner""]";At my home;;"[""Watching TV""]";I prepared it myself from scratch;"[""Porridge/ oatmeal""]";"[""It's a healthy choice""]";"[""Nothing""]";Dinner
688;1775;1288031297;South Africa;10/02/2019 20:03;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Relaxing / laying down""]";It was premade / ready to eat;"[""Chocolate sweets/ snacks""]";"[""It looked good""]";"[""Nothing""]";Snack
689;1776;18125504;South Africa;08/06/2019 14:29;At my home;"[""Alone""]";At my home;;"[""On my phone""]";Someone else prepared it;"[""Other vegetable dish"", ""Egg-based dish""]";"[""Someone prepared it for me""]";"[""Meat""]";Dinner
690;1784;1202453700;South Africa;15/01/2019 21:27;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Watching TV""]";It was premade / ready to eat;"[""Biscuits""]";"[""I like the taste"", ""It's my habit / routine""]";"[""Nothing""]";Snack
691;1786;7305454856;South Africa;12/07/2019 18:07;At my home;"[""My spouse/partner"", ""My children""]";At my home;;"[""Watching TV""]";Someone else prepared it;"[""Pasta with meat""]";"[""It's a healthy choice""]";"[""Water""]";Dinner
692;1792;3579869736;South Africa;27/03/2019 17:18;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Watching TV""]";It was premade / ready to eat;"[""Chocolate cereal/ muesli bar""]";"[""Quick""]";"[""Nothing""]";Treat
693;1796;4559126976;South Africa;11/05/2019 17:18;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Browsing social media""]";It was premade / ready to eat;"[""Citrus fruit""]";"[""It's what I wanted""]";"[""Fruit""]";Breakfast
694;1798;6088565736;South Africa;28/05/2019 23:33;At my home;"[""Other family members""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Browsing social media""]";It was premade / ready to eat;"[""Plain yoghurt (sweet)""]";"[""It's what I wanted""]";"[""Nothing""]";Dinner
695;1801;7944564634;South Africa;02/08/2019 04:00;At my home;"[""Alone""]";At my home;Kiosk / Stall;"[""Watching TV""]";It was premade / ready to eat;"[""Plain rice""]";"[""I was hungry""]";"[""Nothing""]";Lunch
696;1802;2175835499;South Africa;31/01/2019 11:05;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Reading""]";It was premade / ready to eat;"[""Crackers/ wafers""]";"[""Personal dietary requirement""]";"[""Savoury pastry / pie""]";Breakfast
697;1803;6961035860;South Africa;24/08/2019 04:07;At my home;"[""My spouse/partner""]";At my home;;"[""Watching TV""]";I prepared it myself using a meal starter;"[""Potato crisps"", ""Cake""]";"[""I was hungry""]";"[""Nothing""]";Other
698;1804;533832;South Africa;28/03/2019 14:22;At school / work;"[""Alone""]";At school / work;Supermarket / Hypermarket / Grocery Store ;"[""Working / studying"", ""Nothing""]";It was premade / ready to eat;"[""Lentil/ quinoa crisps ""]";"[""It's a healthy choice""]";"[""Nothing""]";Snack
699;1808;6500110386;South Africa;02/07/2019 20:01;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Browsing social media""]";It was premade / ready to eat;"[""Chocolate cereal/ muesli bar""]";"[""It's a healthy choice"", ""I like the taste""]";"[""Sweet pastry / baked goods""]";Treat
700;1809;1277288544;South Africa;30/05/2019 21:04;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Watching TV""]";It was premade / ready to eat;"[""Savoury snacks""]";"[""It's what I wanted"", ""I wanted a snack""]";"[""Nothing""]";Snack
701;1816;5108028318;South Africa;23/08/2019 14:09;At my home;"[""Alone""]";At my home;;"[""Browsing social media""]";I prepared it myself from scratch;"[""Pork""]";"[""I like the taste""]";"[""Savoury snacks""]";Snack
702;1817;47980;South Africa;05/02/2019 00:55;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Watching TV""]";It was premade / ready to eat;"[""Citrus fruit""]";"[""I like the taste"", ""It's light / not filling"", ""It's refreshing""]";"[""Nothing""]";Snack
703;1821;788145336;South Africa;24/01/2019 20:26;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Browsing social media""]";It was premade / ready to eat;"[""Toast""]";"[""It's a healthy choice"", ""I wanted a snack"", ""I like the taste""]";"[""Breads""]";Snack
704;1823;826838490;South Africa;16/01/2019 11:46;At my home;"[""My spouse/partner""]";At my home;Cafe / restaurant;"[""Watching TV""]";;"[""Porridge/ oatmeal""]";"[""It was all I had""]";"[""Carbonated soft drink""]";Snack
705;1826;5225528280;South Africa;19/07/2019 07:09;At my home;"[""Alone""]";At my home;;"[""Watching TV""]";I prepared it myself from scratch;"[""Plain rice"", ""Seafood""]";"[""I had a craving""]";"[""Rice / pasta / grains / pulses""]";Lunch
706;1828;2726230104;South Africa;03/05/2019 00:09;At my home;"[""Alone""]";At my home;;"[""Nothing""]";I prepared it myself from scratch;"[""Pasta with sauce""]";"[""I was hungry""]";"[""Vegetables""]";Dinner
707;1830;38202255;South Africa;28/05/2019 09:09;At my home;"[""Alone""]";At my home;;"[""Household chores""]";I prepared it myself from scratch;"[""Apples and pears"", ""Apples and pears"", ""Citrus fruit""]";"[""It's a healthy choice""]";"[""Dairy"", ""Breads""]";Snack
708;1834;7199270544;South Africa;22/08/2019 08:36;At my home;"[""Alone""]";At my home;;"[""Watching TV"", ""Browsing social media""]";I prepared it myself from scratch;"[""Stuffed vegetables""]";"[""I like the taste"", ""It was all I had""]";"[""Nothing""]";Lunch
709;1835;0;South Africa;25/03/2019 17:06;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Cooking""]";It was premade / ready to eat;"[""Peas and beans"", ""Salad vegetables""]";"[""Easy to prepare"", ""It's a healthy choice"", ""I wanted a snack""]";"[""Nothing""]";Snack
710;1840;821080172;South Africa;05/06/2019 09:56;At school / work;"[""Alone""]";At school / work;;"[""Browsing the internet"", ""Listening to music""]";I ordered take out from a restaurant / cafe;"[""Bread/ roll/ baguette""]";"[""To relax""]";"[""Savoury pastry / pie""]";Snack
711;1841;0;South Africa;04/02/2019 17:04;At my home;"[""My spouse/partner"", ""My children""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Browsing social media""]";It was premade / ready to eat;"[""Chocolate sweets/ snacks""]";"[""I wanted a snack""]";"[""Nothing""]";Treat
712;1844;5927219182;South Africa;02/07/2019 17:07;At my home;"[""Alone""]";At my home;;"[""Watching TV""]";I prepared it myself from scratch;"[""Bread/ roll/ baguette""]";"[""Quick""]";"[""Nothing""]";Snack
713;1848;3012800115;South Africa;25/07/2019 00:31;At someone else's home;"[""Alone""]";At someone else's home;;"[""Watching TV""]";I ordered take out from a restaurant / cafe;"[""Biscuits""]";"[""It was all I had""]";"[""Nothing""]";Snack
